Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Public Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.mayRegisterTests,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.prepare,1,,,,,,,1,12
Private Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.validateProviders,3,,,,,,,1,9
Lambda Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.validateProviders.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.validateProviders.(lambda_expr_2),1,,,,,,,1,2
Private Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.validateWasAtLeastInvokedOnce,2,,,,,,,1,8
Lambda Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.validateWasAtLeastInvokedOnce.(lambda_expr_1),2,,,,,,,1,4
Lambda Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.validateWasAtLeastInvokedOnce.(lambda_expr_1).(lambda_expr_2),1,,,,,,,1,1
Class,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests,4,1,1,25,0,11,4,,62
Static Class,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.MyTestCase,1,1,1,0,0,2,1,,7
Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.MyTestCase.testTemplate,1,,,,,,,1,2
Private Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.containerTestDescriptorWithTags,1,,,,,,,1,12
Anonymous Class,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.containerTestDescriptorWithTags.(Anon_1),2,1,2,0,0,2,2,,9
Public Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.containerTestDescriptorWithTags.(Anon_1).getTags,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.containerTestDescriptorWithTags.(Anon_1).getType,1,,,,,,,1,3
Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.inheritsTagsFromParent,1,,,,,,,1,13
Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.shouldUseCustomDisplayNameGeneratorIfPresentFromConfiguration,1,,,,,,,1,12
Method,org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptorTests.shouldUseStandardDisplayNameGeneratorIfConfigurationNotPresent,1,,,,,,,1,12
Package,org.junit.jupiter.engine.descriptor.subpackage,4,1,,,,,4,,32
Public Class,org.junit.jupiter.engine.descriptor.subpackage.Class1WithTestCases,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.descriptor.subpackage.Class1WithTestCases.test1,1,,,,,,,1,2
Public Class,org.junit.jupiter.engine.descriptor.subpackage.Class2WithTestCases,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.descriptor.subpackage.Class2WithTestCases.test2,1,,,,,,,1,2
Public Class,org.junit.jupiter.engine.descriptor.subpackage.ClassWithStaticInnerTestCases,0,0,1,0,0,0,0,,13
Public Static Class,org.junit.jupiter.engine.descriptor.subpackage.ClassWithStaticInnerTestCases.ShouldBeDiscovered,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.descriptor.subpackage.ClassWithStaticInnerTestCases.ShouldBeDiscovered.test1,1,,,,,,,1,2
Private Static Class,org.junit.jupiter.engine.descriptor.subpackage.ClassWithStaticInnerTestCases.ShouldNotBeDiscovered,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.descriptor.subpackage.ClassWithStaticInnerTestCases.ShouldNotBeDiscovered.test2,1,,,,,,,1,2
Public Class,org.junit.jupiter.engine.descriptor.subpackage.ClassWithoutTestCases,0,0,1,0,0,0,0,,2
Package,org.junit.jupiter.engine.discovery,248,1,,,,,168,,1628
Abstract Generic Class,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper,7,1,1,64,3,3,7,,29
Constructor,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.AbstractAnnotatedDescriptorWrapper,1,,,,,,,1,4
TypeVariable,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.E,0,0,2,0,0,0,0,,0
Public Generic Method,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.findAnnotation,1,,,,,,,1,4
TypeVariable,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.findAnnotation.A,0,0,2,0,0,0,0,,0
Public Generic Method,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.findRepeatableAnnotations,1,,,,,,,1,4
TypeVariable,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.findRepeatableAnnotations.A,0,0,2,0,0,0,0,,0
Method,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.getAnnotatedElement,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.getDisplayName,1,,,,,,,1,3
Method,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.getTestDescriptor,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.AbstractAnnotatedDescriptorWrapper.isAnnotated,1,,,,,,,1,4
Abstract Generic Class,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor,13,1,1,0,2,8,3,,98
TypeVariable,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.CHILD,0,0,1,0,0,0,0,,0
Protected Class,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer,7,1,1,66,0,2,5,,24
Constructor,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.DescriptorWrapperOrderer,1,,,,,,,1,7
Private Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.canOrderWrappers,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.logDescriptorsAddedWarning,2,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.logDescriptorsAddedWarning.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.logDescriptorsRemovedWarning,2,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.logDescriptorsRemovedWarning.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.DescriptorWrapperOrderer.orderWrappers,1,,,,,,,1,3
Protected Interface,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.MessageGenerator,0,0,0,0,0,0,1,,3
Abstract Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.MessageGenerator.generateMessage,0,,,,,,,0,1
TypeVariable,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.PARENT,0,0,1,0,0,0,0,,0
TypeVariable,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.WRAPPER,0,0,2,0,0,0,0,,0
Protected Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.doWithMatchingDescriptor,4,,,,,,,1,13
Lambda Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.doWithMatchingDescriptor.(catch_1).(lambda_expr_1),1,,,,,,,1,1
Protected Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.getDescriptorWrapperOrderer,1,,,,,,,1,5
Protected Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.orderChildrenTestDescriptors,8,,,,,,,1,47
Lambda Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.orderChildrenTestDescriptors.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.AbstractOrderingVisitor.orderChildrenTestDescriptors.(lambda_expr_2),1,,,,,,,1,7
Abstract Class,org.junit.jupiter.engine.discovery.AbstractTestClass,1,1,1,0,0,1,1,,5
Method,org.junit.jupiter.engine.discovery.AbstractTestClass.test,1,,,,,,,1,2
Class,org.junit.jupiter.engine.discovery.ClassOrderingVisitor,13,1,2,66,0,14,6,,48
Constructor,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.ClassOrderingVisitor,1,,,,,,,1,3
Private Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.createDescriptorWrapperOrderer,5,,,,,,,1,13
Lambda Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.createDescriptorWrapperOrderer.(lambda_expr_1),1,,,,,,,1,2
Lambda Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.createDescriptorWrapperOrderer.(lambda_expr_2),1,,,,,,,1,3
Lambda Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.createDescriptorWrapperOrderer.(lambda_expr_3),1,,,,,,,1,3
Protected Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.getDescriptorWrapperOrderer,1,,,,,,,1,10
Private Static Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.nullSafeToString,2,,,,,,,1,3
Private Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.orderContainedClasses,1,,,,,,,1,7
Public Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.visit,3,,,,,,,1,6
Lambda Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.visit.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassOrderingVisitor.visit.(lambda_expr_2),1,,,,,,,1,1
Class,org.junit.jupiter.engine.discovery.ClassSelectorResolver,27,1,1,72,0,20,9,,97
Constructor,org.junit.jupiter.engine.discovery.ClassSelectorResolver.ClassSelectorResolver,1,,,,,,,1,4
Private Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.newClassTestDescriptor,1,,,,,,,1,5
Private Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.newNestedClassTestDescriptor,1,,,,,,,1,5
Public Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve,7,,,,,,,4,14
Public Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve,4,,,,,,,1,7
Public Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve,7,,,,,,,3,25
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_1),2,,,,,,,1,2
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_1).(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_4),3,,,,,,,1,10
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.resolve.(lambda_expr_4).(lambda_expr_5),1,,,,,,,1,1
Private Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.selectClass,2,,,,,,,1,7
Private Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.selectMethod,2,,,,,,,1,7
Private Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.toResolution,2,,,,,,,1,14
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.toResolution.(lambda_expr_1),2,,,,,,,1,12
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.toResolution.(lambda_expr_1).(lambda_expr_2),3,,,,,,,1,7
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.toResolution.(lambda_expr_1).(lambda_expr_2).(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.ClassSelectorResolver.toResolution.(lambda_expr_1).(lambda_expr_2).(lambda_expr_4),1,,,,,,,1,1
Class,org.junit.jupiter.engine.discovery.DefaultClassDescriptor,3,1,2,0,0,2,3,,13
Constructor,org.junit.jupiter.engine.discovery.DefaultClassDescriptor.DefaultClassDescriptor,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultClassDescriptor.getTestClass,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultClassDescriptor.toString,1,,,,,,,1,3
Class,org.junit.jupiter.engine.discovery.DefaultClassOrdererContext,3,1,1,33,0,1,3,,16
Constructor,org.junit.jupiter.engine.discovery.DefaultClassOrdererContext.DefaultClassOrdererContext,1,,,,,,,1,4
Public Method,org.junit.jupiter.engine.discovery.DefaultClassOrdererContext.getClassDescriptors,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultClassOrdererContext.getConfigurationParameter,1,,,,,,,1,3
Class,org.junit.jupiter.engine.discovery.DefaultMethodDescriptor,3,1,2,0,0,2,3,,13
Constructor,org.junit.jupiter.engine.discovery.DefaultMethodDescriptor.DefaultMethodDescriptor,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultMethodDescriptor.getMethod,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultMethodDescriptor.toString,1,,,,,,,1,3
Class,org.junit.jupiter.engine.discovery.DefaultMethodOrdererContext,5,1,1,53,0,2,5,,27
Constructor,org.junit.jupiter.engine.discovery.DefaultMethodOrdererContext.DefaultMethodOrdererContext,1,,,,,,,1,6
Public Method,org.junit.jupiter.engine.discovery.DefaultMethodOrdererContext.getConfigurationParameter,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultMethodOrdererContext.getMethodDescriptors,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultMethodOrdererContext.getTestClass,1,,,,,,,1,3
Public Method,org.junit.jupiter.engine.discovery.DefaultMethodOrdererContext.toString,1,,,,,,,1,3
Public Class,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver,1,1,1,0,0,10,1,,13
Lambda Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.(lambda_expr_5),1,,,,,,,1,1
Public Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolver.resolveSelectors,1,,,,,,,1,3
Class,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests,58,1,1,71,0,52,57,,539
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.abstractClassResolution,1,,,,,,,1,5
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.assertAllSelectorsResolved,1,,,,,,,1,8
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.assertUniqueIdsForMyTestClass,1,,,,,,,1,6
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.assertUnresolved,1,,,,,,,1,4
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.classNamePatternFilterExcludesNonMatchingClasses,1,,,,,,,1,5
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.classResolutionByUniqueId,1,,,,,,,1,7
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.classResolutionForNonexistentClass,1,,,,,,,1,8
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.classResolutionOfStaticNestedClass,1,,,,,,,1,9
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.classpathResolution,1,,,,,,,1,19
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.classpathResolutionForJarFiles,1,,,,,,,1,16
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.descriptorByUniqueId,2,,,,,,,1,4
Lambda Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.descriptorByUniqueId.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.doesNotAttemptToResolveMethodsForNonTestClasses,1,,,,,,,1,6
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.doubleNestedTestResolutionFromClass,1,,,,,,,1,11
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.duplicateClassSelectorOnlyResolvesOnce,1,,,,,,,1,8
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.excludingPackageNameFilterExcludesClassesInMatchingPackages,1,,,,,,,1,5
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.excludingPackageNameFilterIncludesClassesInNonMatchingPackages,1,,,,,,,1,5
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.getDynamicDescendantFilter,1,,,,,,,1,4
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.includingPackageNameFilterExcludesClassesInNonMatchingPackages,1,,,,,,,1,5
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.includingPackageNameFilterIncludesClassesInMatchingPackages,1,,,,,,,1,5
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodOfInnerClassByUniqueId,1,,,,,,,1,9
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolution,1,,,,,,,1,9
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionByUniqueId,1,,,,,,,1,8
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionByUniqueIdFromInheritedClass,1,,,,,,,1,8
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionByUniqueIdWithBogusParameters,1,,,,,,,1,11
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionByUniqueIdWithMissingMethodName,1,,,,,,,1,10
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionByUniqueIdWithMissingParameters,1,,,,,,,1,10
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionByUniqueIdWithParams,1,,,,,,,1,9
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionForNonexistentClass,1,,,,,,,1,12
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionForNonexistentMethod,1,,,,,,,1,8
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionFromInheritedMethod,1,,,,,,,1,8
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.methodResolutionInDoubleNestedTestClass,1,,,,,,,1,12
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.nestedTestResolutionFromBaseClass,1,,,,,,,1,13
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.nestedTestResolutionFromNestedTestClass,1,,,,,,,1,12
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.nestedTestResolutionFromUniqueId,1,,,,,,,1,12
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.nestedTestResolutionFromUniqueIdToMethod,1,,,,,,,1,10
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.nonTestClassResolution,1,,,,,,,1,4
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.packageResolutionUsingDefaultPackage,1,,,,,,,1,14
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.packageResolutionUsingExplicitBasePackage,1,,,,,,,1,12
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.request,1,,,,,,,1,5
Private Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.resolve,1,,,,,,,1,3
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.resolvingDynamicContainerByUniqueIdResolvesUpToParentTestFactory,1,,,,,,,1,18
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.resolvingDynamicTestByUniqueIdAndTestFactoryByMethodSelectorResolvesTestFactory,1,,,,,,,1,12
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.resolvingDynamicTestByUniqueIdResolvesUpToParentTestFactory,1,,,,,,,1,15
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.resolvingSelectorOfNonTestMethodResolvesNothing,1,,,,,,,1,6
Method,org.junit.jupiter.engine.discovery.DiscoverySelectorResolverTests.resolvingTestTemplateInvocationByUniqueIdResolvesOnlyUpToParentTestTemplate,1,,,,,,,1,8
